"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","INDUSTRY","INDUSTRY_NAME","INDUSTRY_CODE","INDUSTRY_TYPE","INDUSTRY_TYPECODE","INDUSTRY_SORTORDER","EMPLOYMENT_STATUS","EMPLOYMENT_STATUS_NAME","EMPLOYMENT_STATUS_CODE","EMPLOYMENT_STATUS_TYPE","EMPLOYMENT_STATUS_TYPECODE","EMPLOYMENT_STATUS_SORTORDER","MEASURE","MEASURE_NAME","MEASURE_CODE","MEASURE_TYPE","MEASURE_TYPECODE","MEASURE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,0,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",0,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,0,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",1,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,1,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",2,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,1,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",3,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,2,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",4,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,2,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",5,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,3,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",6,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,3,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",7,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,4,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",8,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,4,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",9,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,5,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",10,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,5,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",11,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,6,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",12,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,6,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",13,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,7,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",14,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,7,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",15,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,8,"1","Employees","1","Employment",1000,0,"1","Count","1","percent",1000,0,"20100","Value",162000,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d1d3d20100",16,18
"2024","2024","2024","date",0,0,"E08000034","Kirklees","E08000034","local authorities: county / unitary (as of April 2023)",423,0,"37748736","Total","37748736","industry",9,8,"1","Employees","1","Employment",1000,0,"2","Industry percentage","2","percent",1000,1,"20100","Value",100.0,"A","Normal Value","F","Free (free for publication)","Nm-188d1d32384e0d1774190688d37748736d0d1d2d3d20100",17,18
